course_id,course_name,school_name,class_start,class_end,user_count,class_duration_days,video_count,exercise_count,certificate,assignment,video,exam,discussion,article
C_2059314,Small Acupoints Help Your Health Better on,南方医科大学,2020-09-04T09:34:11.000000,2021-08-31T15:59:59.000000,80,361,89,0,0.0,0.0,60.0,10.0,0.0,30.0
C_2059315,Comprehensive Business English,上海对外经贸大学,2020-04-26T16:00:00.000000,2021-08-31T15:59:59.000000,1376,491,48,12,1.0,65.0,25.0,10.0,0.0,0.0
C_2059323,Introduction to Artificial Intelligence,南开大学,2020-09-07T06:28:11.000000,2021-08-31T15:59:59.000000,101,358,27,13,1.0,40.0,20.0,40.0,0.0,0.0
C_2066096,工程伦理与学术道德,电子科技大学,2020-09-04T08:13:16.000000,2020-12-30T16:00:00.000000,2008,117,48,6,0.0,60.0,20.0,20.0,0.0,0.0
C_2093531,最优化方法,北京化工大学,2020-09-07T16:00:00.000000,2020-12-31T15:59:59.000000,1344,114,58,41,0.0,100.0,0.0,0.0,0.0,0.0
C_2094866,汉语——直通HSK,山东大学,2020-09-07T03:52:16.000000,2021-01-07T16:00:00.000000,180,122,56,22,0.0,70.0,30.0,0.0,0.0,0.0
C_2095102,矩阵论及其应用,北京化工大学,2020-09-07T06:05:27.000000,2020-12-30T16:00:00.000000,2919,114,36,9,0.0,50.0,20.0,30.0,0.0,0.0
C_2097435,运动生物力学原理与应用,北京体育大学,2020-09-13T16:00:00.000000,2020-12-11T15:59:00.000000,2325,88,32,0,1.0,35.0,20.0,35.0,10.0,0.0
C_2097699,肿瘤治疗学,山东大学,2020-09-07T09:59:49.000000,2020-12-30T16:00:00.000000,96,114,36,12,0.0,30.0,30.0,40.0,0.0,0.0
C_2113371,卫生法——健康权利漫谈,中南大学,2020-09-08T08:58:43.000000,2020-12-30T16:00:00.000000,892,113,44,9,0.0,80.0,20.0,0.0,0.0,0.0
C_2141841,财政学,云南财经大学,2020-09-09T16:00:00.000000,2020-12-31T15:59:59.000000,128,112,33,13,0.0,70.0,30.0,0.0,0.0,0.0
C_2141844,儿科学,成都中医药大学,2020-09-13T16:00:00.000000,2020-12-31T15:59:59.000000,281,108,41,11,0.0,50.0,20.0,30.0,0.0,0.0
C_2141850,行政管理学,广东财经大学,2020-09-09T16:00:00.000000,2020-12-31T15:59:59.000000,227,112,38,16,0.0,30.0,50.0,20.0,0.0,0.0
C_2141859,创业管理与创业投资,内蒙古大学,2020-09-09T16:00:00.000000,2020-12-31T15:59:59.000000,192,112,63,12,0.0,80.0,20.0,0.0,0.0,0.0
C_2141872,VR Experience and Panoramic Video Creation,南开大学,2020-09-16T08:25:55.000000,2021-08-31T15:59:59.000000,106,349,36,14,1.0,60.0,40.0,0.0,0.0,0.0
C_2151142,爱情美学,西安思源学院,2020-09-09T16:00:00.000000,2020-12-31T15:59:00.000000,430,112,32,31,0.0,55.0,10.0,35.0,0.0,0.0
C_2189666,组织学,清华大学,2020-09-15T16:00:00.000000,2021-01-30T15:59:59.000000,2836,136,56,52,0.0,40.0,50.0,10.0,0.0,0.0
C_2199445,Gerontological Nursing,福建医科大学,2020-09-18T07:34:19.000000,2021-08-31T15:59:59.000000,73,347,74,7,0.0,25.0,25.0,40.0,10.0,0.0
C_2199449,云南旅游文化之行,云南师范大学,2020-09-16T16:00:00.000000,2021-01-31T15:59:59.000000,1887,136,41,41,0.0,50.0,30.0,20.0,0.0,0.0
C_2199451,森林生态学,西南林业大学,2020-09-16T16:00:00.000000,2021-01-31T15:59:59.000000,1136,136,37,14,0.0,30.0,70.0,0.0,0.0,0.0
C_2199453,智能证券投资,哈尔滨工业大学（深圳）,2020-09-16T16:00:00.000000,2020-12-31T15:59:59.000000,126,105,48,0,1.0,30.0,20.0,40.0,10.0,0.0
C_2203212,药物信息学,山东大学,2020-09-17T16:00:00.000000,2020-12-31T15:59:59.000000,1012,104,45,11,0.0,30.0,30.0,40.0,0.0,0.0
C_2203228,电网络理论,华北电力大学,2020-09-17T16:00:00.000000,2020-12-31T15:59:59.000000,1310,104,35,6,0.0,50.0,50.0,0.0,0.0,0.0
C_2221558,国际商务谈判与礼仪,安徽大学,2020-09-23T16:00:00.000000,2020-12-31T15:59:59.000000,2475,98,53,9,0.0,25.0,60.0,15.0,0.0,0.0
C_2221567,线性代数,北京工商大学,2020-08-24T16:00:00.000000,2020-12-31T15:59:59.000000,206,128,42,6,0.0,48.0,32.0,20.0,0.0,0.0
C_2221569,毛泽东思想和中国特色社会主义理论体系概论,西北农林科技大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,200,121,54,15,0.0,100.0,0.0,0.0,0.0,0.0
C_2223976,网络信息资源获取与管理,广州中医药大学,2020-09-29T16:00:00.000000,2020-12-31T15:59:00.000000,614,92,30,18,0.0,60.0,30.0,10.0,0.0,0.0
C_2229898,城市地理学,云南大学,2020-09-30T07:02:54.000000,2020-12-31T15:59:59.000000,52,92,24,24,0.0,20.0,20.0,60.0,0.0,0.0
C_2229900,实变函数论,北京交通大学,2020-09-30T07:06:18.000000,2020-12-31T15:59:59.000000,191,92,42,19,0.0,35.0,25.0,40.0,0.0,0.0
C_2229902,大学体育1（篮球）,广州大学,2020-09-30T07:08:38.000000,2020-12-31T15:59:59.000000,3367,92,422,13,1.0,10.0,60.0,20.0,10.0,0.0
C_2229906,微观经济学,云南财经大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,98,121,49,10,0.0,70.0,20.0,10.0,0.0,0.0
C_2229908,艺术设计创新与创业,湖北师范大学,2020-09-30T07:15:58.000000,2020-12-31T15:59:59.000000,138,92,33,25,0.0,40.0,30.0,30.0,0.0,0.0
C_2229911,中医英语进阶,广州中医药大学,2020-09-30T07:24:45.000000,2021-01-24T15:59:59.000000,5054,116,17,16,0.0,40.0,10.0,30.0,20.0,0.0
C_2229915,有效交流,云南财经大学,2020-09-30T07:30:17.000000,2020-12-31T15:59:59.000000,238,92,49,13,0.0,60.0,30.0,10.0,0.0,0.0
C_2229920,高等数学（经管类）I,云南财经大学,2020-09-30T07:36:06.000000,2020-12-31T15:59:59.000000,723,92,45,6,0.0,40.0,30.0,30.0,0.0,0.0
C_2229924,Forensic Medicine,中国医科大学,2020-05-16T16:00:00.000000,2021-08-30T16:00:00.000000,235,471,27,11,1.0,30.0,10.0,60.0,0.0,0.0
C_2244920,基础写作,河北民族师范学院,2020-10-08T16:00:00.000000,2020-12-31T15:59:59.000000,438,83,32,6,0.0,40.0,30.0,30.0,0.0,0.0
C_2255517,英语四六级第1课,学堂在线,2020-05-06T16:00:00.000000,2021-08-31T15:59:59.000000,2053,481,12,0,0.0,0.0,100.0,0.0,0.0,0.0
C_2256608,化学学科理解,东北师范大学,2020-10-13T16:00:00.000000,2021-01-17T15:59:59.000000,2874,95,35,7,0.0,60.0,10.0,30.0,0.0,0.0
C_2266756,点集拓扑,北京交通大学,2020-10-15T16:00:00.000000,2020-12-31T15:59:59.000000,58,76,34,14,0.0,40.0,60.0,0.0,0.0,0.0
C_2266776,Biomedical Sensors,北京航空航天大学,2020-10-16T09:57:40.000000,2021-08-31T15:59:59.000000,82,319,15,2,1.0,60.0,40.0,0.0,0.0,0.0
C_2286754,中医内科学,重庆三峡医药高等专科学校,2020-10-22T16:00:00.000000,2020-12-31T15:59:59.000000,1024,69,72,45,0.0,50.0,10.0,40.0,0.0,0.0
C_2286843,家庭社会工作,中华女子学院,2020-10-22T16:00:00.000000,2020-12-31T15:59:59.000000,111,69,37,20,0.0,20.0,60.0,20.0,0.0,0.0
C_2286960,公司金融学,合肥工业大学,2020-10-22T16:00:00.000000,2020-12-31T15:59:59.000000,1028,69,39,10,0.0,60.0,40.0,0.0,0.0,0.0
C_2287003,轮机英语听力与会话,大连海事大学,2020-10-22T16:00:00.000000,2020-12-31T15:59:59.000000,4490,69,130,18,0.0,85.0,5.0,10.0,0.0,0.0
C_2287011,从创新思维到创业实践,邢台学院,2020-10-22T16:00:00.000000,2020-12-31T15:59:59.000000,4398,69,40,12,0.0,45.0,30.0,25.0,0.0,0.0
C_2290717,数值分析,北京建筑大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,193,121,51,33,0.0,40.0,30.0,30.0,0.0,0.0
C_674959,《道德经》的智慧启示,中国海洋大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,3706,97,90,89,1.0,60.0,40.0,0.0,0.0,0.0
C_674959,《道德经》的智慧启示,中国海洋大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,3706,121,90,89,1.0,60.0,40.0,0.0,0.0,0.0
C_676705,民法与生活,暨南大学,2020-04-12T16:00:00.000000,2020-07-30T16:00:00.000000,1348,109,56,57,1.0,60.0,40.0,0.0,0.0,0.0
C_676940,自我塑造：成功五要素,哈尔滨工业大学,2019-11-25T02:00:00.000000,2020-03-31T15:00:00.000000,2518,127,34,3,1.0,60.0,40.0,0.0,0.0,0.0
C_676975,软件测试,西北工业大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,3268,97,45,6,1.0,60.0,40.0,0.0,0.0,0.0
C_676975,软件测试,西北工业大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,3268,116,45,6,1.0,60.0,40.0,0.0,0.0,0.0
C_677087,中国哲学经典著作导读,西安交通大学,2019-11-25T02:00:00.000000,2020-03-31T15:00:00.000000,6676,127,82,10,1.0,80.0,20.0,0.0,0.0,0.0
C_677110,科学计算与MATLAB语言,中南大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,5841,97,59,11,1.0,80.0,20.0,0.0,0.0,0.0
C_677136,教学论,北京师范大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,8196,97,83,79,1.0,60.0,40.0,0.0,0.0,0.0
C_677136,教学论,北京师范大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,8196,121,83,79,1.0,60.0,40.0,0.0,0.0,0.0
C_677179,古典社会学理论,哈尔滨工程大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1897,97,88,11,1.0,40.0,30.0,30.0,0.0,0.0
C_677179,古典社会学理论,哈尔滨工程大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,1897,121,88,11,1.0,40.0,30.0,30.0,0.0,0.0
C_677249,质性研究方法,北京大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,6516,97,57,8,1.0,0.0,100.0,0.0,0.0,0.0
C_677249,质性研究方法,北京大学,2020-04-06T16:00:00.000000,2020-07-30T15:59:59.000000,6516,114,57,8,1.0,0.0,100.0,0.0,0.0,0.0
C_680719,中国电影艺术简史,中国传媒大学,2019-07-31T16:00:00.000000,2020-07-31T15:59:59.000000,1667,365,17,10,1.0,80.0,20.0,0.0,0.0,0.0
C_680747,Linux系统管理,宁波城市职业技术学院,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,2918,97,40,11,1.0,60.0,40.0,0.0,0.0,0.0
C_680747,Linux系统管理,宁波城市职业技术学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,2918,121,40,11,1.0,60.0,40.0,0.0,0.0,0.0
C_680814,软件设计模式,中国科学技术大学,2020-02-19T16:00:00.000000,2020-07-30T16:00:00.000000,2202,162,77,6,1.0,30.0,40.0,30.0,0.0,0.0
C_680814,软件设计模式,中国科学技术大学,2019-10-15T02:00:00.000000,2020-01-19T15:59:59.000000,2202,96,77,6,1.0,30.0,40.0,30.0,0.0,0.0
C_680817,中国电影经典影片鉴赏,北京师范大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,4073,97,30,39,1.0,60.0,40.0,0.0,0.0,0.0
C_680817,中国电影经典影片鉴赏,北京师范大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,4073,116,30,39,1.0,60.0,40.0,0.0,0.0,0.0
C_680817,中国电影经典影片鉴赏,北京师范大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,4073,121,30,39,1.0,60.0,40.0,0.0,0.0,0.0
C_680818,英语辩论,西安交通大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,1767,116,13,13,1.0,80.0,20.0,0.0,0.0,0.0
C_680818,英语辩论,西安交通大学,2019-11-25T02:00:00.000000,2020-03-31T15:00:00.000000,1767,127,13,13,1.0,80.0,20.0,0.0,0.0,0.0
C_680819,隋唐五代史专题,北京师范大学,2020-03-29T16:00:00.000000,2020-07-29T16:00:00.000000,3122,122,44,14,1.0,60.0,40.0,0.0,0.0,0.0
C_680819,隋唐五代史专题,北京师范大学,2019-12-25T02:00:00.000000,2020-03-29T15:00:00.000000,3122,95,44,14,1.0,60.0,40.0,0.0,0.0,0.0
C_680881,创新创业基础,香港城市大学,2019-08-20T16:00:00.000000,2020-07-30T16:00:00.000000,7313,345,20,21,1.0,60.0,40.0,0.0,0.0,0.0
C_680897,医学伦理学,西安交通大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,2398,116,85,5,1.0,40.0,30.0,30.0,0.0,0.0
C_680897,医学伦理学,西安交通大学,2019-11-20T02:00:00.000000,2020-02-29T15:59:59.000000,2398,101,85,5,1.0,40.0,30.0,30.0,0.0,0.0
C_680905,现代检测技术,西安交通大学,2019-11-25T02:00:00.000000,2020-03-31T15:00:00.000000,1432,127,50,31,1.0,80.0,20.0,0.0,0.0,0.0
C_680905,现代检测技术,西安交通大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,1432,116,50,31,1.0,80.0,20.0,0.0,0.0,0.0
C_680916,中国古代建筑艺术,湖南大学,2020-02-16T16:00:00.000000,2020-07-30T16:00:00.000000,1581,165,74,3,1.0,40.0,10.0,50.0,0.0,0.0
C_680943,外贸单证操作,浙江金融职业学院,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1737,97,131,11,1.0,60.0,40.0,0.0,0.0,0.0
C_680943,外贸单证操作,浙江金融职业学院,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,1737,120,131,11,1.0,60.0,40.0,0.0,0.0,0.0
C_680955,国际学术交流英语,吉林大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,656,116,38,30,1.0,45.0,40.0,15.0,0.0,0.0
C_680955,国际学术交流英语,吉林大学,2019-11-25T02:00:00.000000,2020-03-31T15:00:00.000000,656,127,38,30,1.0,45.0,40.0,15.0,0.0,0.0
C_680979,感染病学,西安交通大学,2019-11-25T02:00:00.000000,2020-04-19T15:59:59.000000,13537,146,75,31,1.0,55.0,10.0,35.0,0.0,0.0
C_680979,感染病学,西安交通大学,2020-04-19T16:00:00.000000,2020-07-30T15:59:59.000000,13537,101,75,31,1.0,55.0,10.0,35.0,0.0,0.0
C_680992,网络综合布线,内蒙古建筑职业技术学院,2019-11-06T02:00:00.000000,2020-02-29T15:59:59.000000,4142,115,47,44,1.0,95.0,5.0,0.0,0.0,0.0
C_680992,网络综合布线,内蒙古建筑职业技术学院,2020-07-05T16:00:00.000000,2020-10-15T15:59:00.000000,4142,101,47,44,1.0,95.0,5.0,0.0,0.0,0.0
C_680992,网络综合布线,内蒙古建筑职业技术学院,2020-02-29T16:00:00.000000,2020-06-30T15:59:00.000000,4142,121,47,44,1.0,95.0,5.0,0.0,0.0,0.0
C_681008,计算机辅助飞行器综合设计,西北工业大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,1032,116,54,11,1.0,60.0,40.0,0.0,0.0,0.0
C_681010,互联网时代的营销变革,宁夏大学,2020-04-08T16:00:00.000000,2020-07-26T15:59:59.000000,962,108,44,36,1.0,60.0,40.0,0.0,0.0,0.0
C_681010,互联网时代的营销变革,宁夏大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,962,97,44,36,1.0,60.0,40.0,0.0,0.0,0.0
C_681027,民族手工艺术——走进生活,中南民族大学,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,1693,121,40,6,1.0,60.0,40.0,0.0,0.0,0.0
C_681028,耕作学——农业生态转型的理论与实践,福建农林大学,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,618,121,49,7,1.0,60.0,40.0,0.0,0.0,0.0
C_681028,耕作学——农业生态转型的理论与实践,福建农林大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,618,97,49,7,1.0,60.0,40.0,0.0,0.0,0.0
C_681031,印刷色彩基础与实务（中国轻工业十三五数字化项目）,广州市轻工职业学校,2020-02-14T16:00:00.000000,2020-07-30T15:59:00.000000,3056,166,88,14,1.0,60.0,40.0,0.0,0.0,0.0
C_681031,印刷色彩基础与实务（中国轻工业十三五数字化项目）,广州市轻工职业学校,2019-09-10T16:00:00.000000,2020-01-10T15:59:59.000000,3056,121,88,14,1.0,60.0,40.0,0.0,0.0,0.0
C_681031,印刷色彩基础与实务（中国轻工业十三五数字化项目）,广州市轻工职业学校,2020-01-15T16:00:00.000000,2020-02-14T15:59:00.000000,3056,29,88,14,1.0,60.0,40.0,0.0,0.0,0.0
C_681032,摄影艺术概论,浙江工商大学,2020-07-31T16:00:00.000000,2020-12-31T15:59:00.000000,1313,152,23,19,1.0,25.0,30.0,45.0,0.0,0.0
C_681073,音乐漫步,广东工业大学,2020-07-09T16:00:00.000000,2020-10-20T15:59:00.000000,1112,102,46,10,1.0,60.0,40.0,0.0,0.0,0.0
C_681073,音乐漫步,广东工业大学,2019-10-17T02:00:00.000000,2020-01-18T15:59:59.000000,1112,93,46,10,1.0,60.0,40.0,0.0,0.0,0.0
C_681091,足球竞赛规则与裁判法分析,曲阜师范大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,836,120,15,13,1.0,60.0,40.0,0.0,0.0,0.0
C_681091,足球竞赛规则与裁判法分析,曲阜师范大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,836,97,15,13,1.0,60.0,40.0,0.0,0.0,0.0
C_681114,"Hello,心理学",中南民族大学,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,2067,121,41,13,1.0,55.0,45.0,0.0,0.0,0.0
C_681114,"Hello,心理学",中南民族大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,2067,97,41,13,1.0,55.0,45.0,0.0,0.0,0.0
C_681255,时尚化妆造型,浙江纺织服装职业技术学院,2020-02-16T16:00:00.000000,2020-07-26T15:59:59.000000,16831,160,25,20,1.0,40.0,30.0,30.0,0.0,0.0
C_681255,时尚化妆造型,浙江纺织服装职业技术学院,2019-09-15T16:00:00.000000,2020-02-16T15:59:59.000000,16831,153,25,20,1.0,40.0,30.0,30.0,0.0,0.0
C_681339,服装立体裁剪,浙江理工大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,2578,120,54,12,1.0,50.0,50.0,0.0,0.0,0.0
C_681339,服装立体裁剪,浙江理工大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,2578,97,54,12,1.0,50.0,50.0,0.0,0.0,0.0
C_681397,百年旅顺,辽宁对外经贸学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,199,121,77,29,1.0,60.0,40.0,0.0,0.0,0.0
C_681460,PLC应用技术,陕西工业职业技术学院,2020-07-31T16:00:00.000000,2021-02-28T15:59:00.000000,5310,211,106,21,1.0,40.0,30.0,30.0,0.0,0.0
C_681460,PLC应用技术,陕西工业职业技术学院,2020-02-29T16:00:00.000000,2020-07-30T15:59:00.000000,5310,151,106,21,1.0,40.0,30.0,30.0,0.0,0.0
C_681460,PLC应用技术,陕西工业职业技术学院,2019-10-30T02:00:00.000000,2020-02-28T15:59:59.000000,5310,121,106,21,1.0,40.0,30.0,30.0,0.0,0.0
C_681502,出口业务操作,浙江金融职业学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,1142,121,73,10,1.0,30.0,30.0,40.0,0.0,0.0
C_681502,出口业务操作,浙江金融职业学院,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1142,97,73,10,1.0,30.0,30.0,40.0,0.0,0.0
C_681611,民族体育 炫彩云南--云南特有少数民族传统体育文化概述,云南师范大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,1530,120,16,15,1.0,60.0,40.0,0.0,0.0,0.0
C_681630,中华商道与企业家精神,中央社会主义学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,780,121,14,9,1.0,60.0,40.0,0.0,0.0,0.0
C_681664,步步为营：跨文化商务沟通实战,浙江机电职业技术学院,2020-04-14T09:54:23.000000,2020-07-31T15:59:00.000000,1793,108,176,12,1.0,50.0,25.0,12.0,8.0,5.0
C_681671,中国共产党与中华民族伟大复兴,中央社会主义学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,5917,121,12,7,1.0,30.0,30.0,40.0,0.0,0.0
C_681671,中国共产党与中华民族伟大复兴,中央社会主义学院,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,5917,97,12,7,1.0,30.0,30.0,40.0,0.0,0.0
C_681683,大学英文经典原著导读,湖南科技大学,2020-04-02T08:29:31.000000,2020-07-31T15:59:00.000000,1158,120,14,12,1.0,60.0,40.0,0.0,0.0,0.0
C_682157,网球技术动作入门,北京体育大学,2020-02-16T16:00:00.000000,2020-07-30T16:00:00.000000,8839,165,16,16,1.0,60.0,40.0,0.0,0.0,0.0
C_682157,网球技术动作入门,北京体育大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,8839,97,16,16,1.0,60.0,40.0,0.0,0.0,0.0
C_682157,网球技术动作入门,北京体育大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,8839,121,16,16,1.0,60.0,40.0,0.0,0.0,0.0
C_682165,妊娠与疾病,西安交通大学,2020-02-16T16:00:00.000000,2020-07-30T16:00:00.000000,620,165,54,3,1.0,60.0,40.0,0.0,0.0,0.0
C_682169,第二语言习得 (中文版),澳门大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,935,121,35,35,1.0,60.0,40.0,0.0,0.0,0.0
C_682169,第二语言习得 (中文版),澳门大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,935,97,35,35,1.0,60.0,40.0,0.0,0.0,0.0
C_682183,数值分析,东北大学,2019-09-25T16:00:00.000000,2020-01-04T15:59:59.000000,4856,100,81,7,1.0,50.0,15.0,35.0,0.0,0.0
C_682183,数值分析,东北大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,4856,121,81,7,1.0,50.0,15.0,35.0,0.0,0.0
C_682183,数值分析,东北大学,2020-02-16T16:00:00.000000,2020-07-31T15:59:00.000000,4856,165,81,7,1.0,50.0,15.0,35.0,0.0,0.0
C_682228,数字电子技术,中南大学,2020-02-23T16:00:00.000000,2020-07-31T15:59:00.000000,3647,158,58,11,1.0,80.0,20.0,0.0,0.0,0.0
C_682228,数字电子技术,中南大学,2019-12-25T02:00:00.000000,2020-02-23T15:00:00.000000,3647,60,58,11,1.0,80.0,20.0,0.0,0.0,0.0
C_682263,自动控制原理,北京建筑大学,2020-04-12T16:00:00.000000,2020-07-30T16:00:00.000000,614,109,70,28,1.0,60.0,40.0,0.0,0.0,0.0
C_682263,自动控制原理,北京建筑大学,2019-10-31T16:00:00.000000,2020-03-31T15:59:59.000000,614,151,70,28,1.0,60.0,40.0,0.0,0.0,0.0
C_682319,初级汉语口语,北京师范大学,2020-07-21T16:00:00.000000,2020-12-31T15:59:59.000000,1661,162,26,30,1.0,74.0,26.0,0.0,0.0,0.0
C_682350,意在象中——中国古典诗词鉴赏,北京师范大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,3381,116,36,33,1.0,60.0,40.0,0.0,0.0,0.0
C_682350,意在象中——中国古典诗词鉴赏,北京师范大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,3381,97,36,33,1.0,60.0,40.0,0.0,0.0,0.0
C_682356,证券投资学,武汉科技大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,5196,120,26,26,1.0,60.0,40.0,0.0,0.0,0.0
C_682356,证券投资学,武汉科技大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,5196,97,26,26,1.0,60.0,40.0,0.0,0.0,0.0
C_682392,配送作业组织与实施,陕西工业职业技术学院,2020-06-19T16:00:00.000000,2020-12-31T15:59:00.000000,1774,194,87,32,1.0,25.0,55.0,20.0,0.0,0.0
C_682392,配送作业组织与实施,陕西工业职业技术学院,2020-02-16T16:00:00.000000,2020-06-18T15:59:00.000000,1774,122,87,32,1.0,25.0,55.0,20.0,0.0,0.0
C_682392,配送作业组织与实施,陕西工业职业技术学院,2019-09-24T16:00:00.000000,2020-01-10T15:59:59.000000,1774,107,87,32,1.0,25.0,55.0,20.0,0.0,0.0
C_682440,建筑设备工程,沈阳建筑大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,3516,97,53,11,1.0,60.0,40.0,0.0,0.0,0.0
C_682440,建筑设备工程,沈阳建筑大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,3516,120,53,11,1.0,60.0,40.0,0.0,0.0,0.0
C_682486,Web设计与应用,昆明理工大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,3087,97,67,8,1.0,60.0,40.0,0.0,0.0,0.0
C_682486,Web设计与应用,昆明理工大学,2020-03-31T16:00:00.000000,2020-07-30T16:00:00.000000,3087,121,67,8,1.0,60.0,40.0,0.0,0.0,0.0
C_682546,运营管理,同济大学,2019-11-25T16:00:00.000000,2020-02-29T15:59:59.000000,13914,95,105,13,1.0,30.0,40.0,30.0,0.0,0.0
C_682546,运营管理,同济大学,2020-03-01T16:00:00.000000,2020-07-30T16:00:00.000000,13914,151,105,13,1.0,30.0,40.0,30.0,0.0,0.0
C_682549,大自然中的体育——山地户外运动,浙江农林大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1048,97,46,10,1.0,60.0,40.0,0.0,0.0,0.0
C_682549,大自然中的体育——山地户外运动,浙江农林大学,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,1048,120,46,10,1.0,60.0,40.0,0.0,0.0,0.0
C_682558,家庭园艺,宁波城市职业技术学院,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,1582,121,28,4,1.0,60.0,40.0,0.0,0.0,0.0
C_682575,劳动关系实务操作,宁波城市职业技术学院,2020-04-01T16:00:00.000000,2020-07-31T15:59:00.000000,1304,120,37,9,1.0,70.0,30.0,0.0,0.0,0.0
C_682575,劳动关系实务操作,宁波城市职业技术学院,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1304,97,37,9,1.0,70.0,30.0,0.0,0.0,0.0
C_682656,自然灾害概论,防灾科技学院,2020-04-26T16:00:00.000000,2020-07-31T15:59:00.000000,1290,95,24,10,1.0,60.0,40.0,0.0,0.0,0.0
C_682656,自然灾害概论,防灾科技学院,2020-02-26T16:00:00.000000,2020-04-26T15:59:00.000000,1290,59,24,10,1.0,60.0,40.0,0.0,0.0,0.0
C_682675,历史认知导论,北京师范大学,2019-12-25T02:00:00.000000,2020-03-31T15:00:00.000000,1607,97,20,20,1.0,60.0,40.0,0.0,0.0,0.0
C_682675,历史认知导论,北京师范大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,1607,121,20,20,1.0,60.0,40.0,0.0,0.0,0.0
C_682675,历史认知导论,北京师范大学,2020-04-05T16:00:00.000000,2020-07-30T16:00:00.000000,1607,116,20,20,1.0,60.0,40.0,0.0,0.0,0.0
C_682679,高维看世界,中国传媒大学,2019-07-31T16:00:00.000000,2020-07-31T15:59:59.000000,1387,365,24,26,1.0,60.0,40.0,0.0,0.0,0.0
C_682697,新媒体编创,中国传媒大学,2019-07-31T16:00:00.000000,2020-07-31T15:59:59.000000,3857,365,31,31,1.0,60.0,40.0,0.0,0.0,0.0
